Date,PM2.5,PM10,NO,NO2,NOx,SO2
2020-04-29,56.71,109.9,4.24,23.7,16.05,14.3
2020-04-30,47.64,128.83,2.38,14.55,9.69,15.14
2020-05-01,57.66,150.34,2.57,17.59,11.41,14.59
2020-05-02,31.46,109.25,2.13,10.69,7.43,10.32
2020-05-03,28.54,77.02,2.14,11.3,7.76,9.71
2020-05-04,23.59,54.58,3.04,17.34,11.7,12.79
2020-05-05,63.6,130.75,3.66,21.29,14.31,15.0
2020-05-06,49.89,179.39,3.2,22.37,14.52,13.15
2020-05-07,34.39,91.88,2.36,17.5,11.24,12.78
2020-05-08,52.25,128.57,2.46,18.78,11.99,13.59
2020-05-09,51.81,127.85,2.14,15.72,10.11,14.33
2020-05-10,45.54,120.15,2.58,14.08,9.6,13.82
2020-05-11,38.01,93.85,2.62,16.0,10.66,11.26
2020-05-12,40.45,101.0,2.44,15.47,10.23,13.8
2020-05-13,62.72,179.16,2.71,19.5,12.59,15.19
2020-05-14,46.45,114.6,3.76,22.94,15.27,11.7
2020-05-15,59.46,118.58,3.12,19.45,12.89,15.47
2020-05-16,115.46,192.88,2.9,21.38,13.73,18.0
2020-05-17,104.06,206.7,4.59,28.94,19.12,35.57
2020-05-18,99.35,201.83,5.11,34.8,22.67,30.92
2020-05-19,124.84,272.69,6.79,41.87,27.8,35.8
2020-05-20,94.94,251.02,6.85,32.82,23.04,25.69
2020-05-21,66.02,212.03,13.33,37.39,30.76,23.82
2020-05-22,65.22,211.17,8.67,46.18,31.62,27.17
2020-05-23,52.55,201.56,6.02,35.57,23.83,18.24
2020-05-24,41.57,183.26,3.75,20.99,14.23,21.85
2020-05-25,65.72,195.1,4.9,30.73,20.34,32.17
2020-05-26,50.57,253.67,24.47,41.52,42.02,20.27
2020-05-27,39.74,182.61,4.58,28.09,18.67,14.2
2020-05-28,34.46,257.71,3.05,14.86,10.4,11.87
2020-05-29,19.93,71.31,3.19,18.56,12.47,7.72
2020-05-30,18.77,63.15,3.94,18.0,12.76,7.89
2020-05-31,16.57,38.21,3.46,15.86,11.26,10.44
2020-06-01,34.79,84.75,3.97,28.43,18.37,12.47
2020-06-02,40.58,110.58,4.34,26.75,17.76,5.8
2020-06-03,39.73,140.12,5.07,29.36,19.76,15.88
2020-06-04,68.16,203.5,10.65,40.45,30.21,17.79
2020-06-05,33.9,110.48,5.06,31.78,21.04,7.65
2020-06-06,33.07,96.04,4.42,23.14,15.92,9.03
2020-06-07,37.88,85.12,5.26,29.22,19.83,9.07
2020-06-08,40.17,122.56,4.88,29.39,19.61,9.81
2020-06-09,57.29,199.23,5.22,39.24,25.13,12.31
2020-06-10,41.06,172.76,15.8,40.18,34.26,9.88
2020-06-11,42.48,154.69,11.56,42.67,32.09,10.35
2020-06-12,61.02,206.73,4.95,38.9,24.7,9.84
2020-06-13,47.62,161.65,4.45,28.56,19.02,8.92
2020-06-14,75.38,167.47,4.69,29.19,21.93,10.56
2020-06-15,43.58,159.82,7.35,28.05,20.93,9.61
2020-06-16,37.34,137.12,4.93,29.29,21.14,10.23
2020-06-17,29.52,104.71,3.71,21.99,14.73,8.76
2020-06-18,31.15,125.1,4.61,19.51,15.94,9.89
2020-06-19,48.34,266.61,4.82,18.24,14.54,7.81
2020-06-20,28.26,139.04,6.07,20.54,15.91,7.53
2020-06-21,31.18,99.42,4.05,25.59,17.16,7.41
2020-06-22,32.98,80.26,3.96,24.54,16.28,9.63
2020-06-23,25.47,75.71,3.84,17.81,12.61,9.99
2020-06-24,26.08,68.54,4.14,17.41,12.63,9.41
2020-06-25,23.68,78.7,4.73,20.17,16.24,6.65
2020-06-26,46.85,137.07,6.38,22.06,18.94,6.35
2020-06-27,33.96,173.89,8.11,18.93,19.56,6.34
2020-06-28,50.89,373.14,9.56,17.38,23.02,7.45
2020-06-29,36.55,226.69,7.96,16.47,17.41,10.85
2020-06-30,34.36,104.82,3.97,17.49,13.99,6.66
2020-07-01,46.0,137.25,3.17,22.05,14.5,7.72
