StationId,PM2.5,PM10,NO,NO2,NOx,SO2
DL027,24.35,69.97,2.62,12.29,14.91,2.04
DL027,32.18,74.07,6.95,15.01,21.96,2.64
DL027,18.49,53.07,5.07,14.59,19.64,2.06
DL027,27.68,62.86,3.73,11.72,15.46,2.24
DL027,33.24,76.65,7.93,15.49,23.42,2.42
DL027,23.7,63.41,2.88,12.04,14.92,2.51
DL027,16.11,59.42,4.34,11.49,15.83,2.75
DL027,9.67,40.83,2.56,8.01,10.57,2.53
DL027,17.22,50.74,2.95,8.57,11.52,2.55
DL027,8.83,37.71,2.3,7.43,9.73,1.88
DL027,19.88,53.89,2.8,10.03,12.83,2.19
DL027,23.82,60.2,3.25,10.99,14.22,2.16
DL027,32.39,71.82,3.87,11.9,15.76,2.86
DL027,54.47,107.39,18.22,17.33,35.72,4.49
DL027,37.14,72.89,7.11,14.9,22.01,2.07
DL027,32.34,74.4,4.76,13.88,18.58,2.08
DL027,51.09,110.91,4.8,16.48,21.26,2.53
DL027,51.78,112.72,3.07,15.21,18.23,2.42
DL027,40.71,92.51,2.41,14.49,16.9,2.78
DL027,66.77,134.91,11.31,18.25,29.56,3.66
DL027,83.03,155.12,10.15,15.34,21.92,6.65
DL027,89.24,155.66,4.92,4.99,8.67,3.81
DL027,92.4,159.19,2.92,4.45,6.98,3.83
DL027,125.51,198.28,5.76,4.78,9.56,3.64
DL027,103.26,172.41,7.27,4.68,10.12,3.09
DL027,121.71,207.98,7.3,4.95,11.32,4.47
DL027,130.27,208.98,2.09,4.57,6.22,4.2
DL027,97.56,178.05,0.37,3.6,3.87,3.2
DL027,76.19,154.41,0.49,3.12,3.54,2.92
DL027,74.86,157.38,10.59,14.67,24.81,4.3
DL027,89.43,195.62,15.07,25.08,40.12,4.06
DL027,110.33,228.65,13.73,26.73,40.45,4.41
DL027,79.48,189.16,23.58,27.93,51.44,3.29
DL027,102.68,248.99,41.99,29.92,71.91,3.92
DL027,172.26,327.79,76.57,30.54,106.98,6.23
DL027,101.7,239.14,20.51,22.98,43.73,4.75
DL027,130.53,260.91,35.75,27.04,62.78,3.65
DL027,169.47,293.2,37.08,28.56,65.61,6.72
DL027,303.38,448.02,32.79,27.77,60.55,8.44
DL027,284.7,460.91,74.9,39.91,113.67,4.72
DL027,261.29,437.36,100.58,32.46,131.62,4.37
DL027,291.68,466.76,91.21,34.44,125.66,4.56
DL027,355.09,544.0,76.57,36.49,113.08,4.73
DL027,272.59,417.12,30.67,28.09,58.74,3.46
DL027,517.62,589.02,22.89,27.0,49.92,3.15
DL027,254.14,349.27,26.11,23.03,49.14,3.19
DL027,194.67,280.8,19.18,23.55,42.74,3.37
DL027,85.77,164.39,37.83,25.34,63.14,2.73
DL027,173.51,274.77,12.17,24.28,36.45,2.4
DL027,150.73,243.02,28.7,24.25,53.12,3.03
DL027,120.1,196.27,19.87,20.75,40.65,2.83
DL027,195.84,268.18,16.59,23.16,39.75,3.82
DL027,264.48,356.64,13.46,26.82,40.28,4.86
DL027,382.39,543.16,21.41,32.61,53.99,4.03
DL027,363.22,528.11,48.19,41.93,90.11,4.3
DL027,352.32,541.47,82.5,51.38,133.88,4.13
DL027,334.77,497.81,68.08,33.65,101.71,3.34
DL027,142.93,271.15,24.36,20.55,44.93,2.97
DL027,78.93,146.78,7.31,17.45,24.73,2.25
DL027,98.47,166.73,21.64,21.73,43.37,1.99
DL027,112.57,197.39,48.6,28.97,77.64,2.79
DL027,163.12,280.88,80.32,36.0,116.29,3.84
DL027,224.89,384.99,119.42,38.39,158.36,8.08
DL027,192.64,320.64,76.21,35.95,112.18,4.91
DL027,119.47,213.91,29.39,27.58,56.98,3.03
DL027,90.3,167.8,18.65,24.29,42.89,2.73
DL027,102.88,195.55,20.73,24.28,44.52,3.39
DL027,101.74,214.75,25.18,21.93,47.1,8.14
DL027,57.51,122.16,7.25,15.86,23.13,3.34
DL027,22.7,47.11,3.12,11.59,14.71,1.93
DL027,45.0,86.09,11.83,15.82,27.63,2.18
DL027,90.52,151.06,29.46,21.93,51.39,2.09
DL027,116.54,179.48,32.1,25.1,57.14,1.5
DL027,132.26,213.24,40.03,26.92,66.94,1.76
DL027,131.22,230.9,56.35,29.63,85.96,1.99
DL027,151.47,267.16,76.79,32.85,109.62,2.25
DL027,280.96,423.46,126.91,43.17,170.08,2.46
DL027,224.02,329.54,51.56,29.91,81.48,2.81
DL027,222.78,341.22,96.83,31.82,128.58,3.22
DL027,225.03,331.36,169.81,33.17,203.24,2.32
DL027,194.09,285.62,99.33,32.02,131.32,2.21
DL027,230.59,335.75,93.55,36.35,129.91,2.16
DL027,278.82,412.64,155.78,38.13,193.78,2.59
DL027,261.64,379.5,36.5,26.99,63.46,2.63
DL027,92.15,106.19,4.32,16.29,21.73,1.12
DL027,45.28,102.16,10.73,16.91,27.63,1.88
DL027,31.8,124.73,23.06,18.2,41.26,1.31
DL027,89.33,108.98,7.65,15.38,23.04,0.74
DL027,88.64,109.93,9.21,14.01,23.24,0.87
DL027,154.41,185.17,13.64,18.5,32.13,0.89
DL027,278.9,319.24,23.52,21.46,44.98,1.04
DL027,365.31,410.33,43.29,28.28,71.57,0.71
DL027,276.33,305.05,38.48,22.9,61.39,0.76
DL027,143.34,158.18,7.44,15.52,22.94,0.43
DL027,188.29,208.26,10.51,17.11,27.61,0.68
DL027,289.57,369.33,22.42,23.25,45.69,2.41
DL027,176.91,265.49,14.11,16.97,31.08,0.9
DL027,206.08,302.26,6.06,17.86,23.94,0.93
DL027,269.57,399.41,7.56,19.62,27.22,0.88
DL027,314.73,483.15,36.11,20.82,56.91,0.89
DL027,344.38,531.21,17.07,22.91,39.98,1.38
DL027,321.21,507.32,37.28,21.58,58.86,1.59
DL027,231.42,325.29,43.82,16.84,60.62,3.37
DL027,373.02,514.42,97.64,23.72,121.39,5.1
DL027,337.35,499.18,129.47,24.28,153.78,6.77
DL027,220.33,330.18,111.3,20.5,131.79,4.02
DL027,210.08,317.6,96.32,27.73,124.02,4.02
DL027,153.19,233.7,12.86,21.13,33.99,3.17
DL027,148.99,240.62,26.51,23.91,50.4,3.71
DL027,117.55,178.97,12.61,18.79,31.38,3.94
DL027,114.05,145.99,16.22,16.1,32.31,2.53
DL027,86.34,120.11,7.63,13.99,21.62,2.18
DL027,126.96,183.94,25.13,21.21,46.34,2.31
DL027,140.72,230.57,42.21,25.35,67.57,3.15
DL027,206.23,346.28,95.38,26.41,121.95,2.59
DL027,216.86,329.1,51.78,21.39,73.18,2.53
DL027,129.56,184.71,7.24,14.21,21.43,1.83
DL027,99.48,164.72,7.41,16.09,23.47,2.34
DL027,138.2,195.69,10.28,16.13,26.4,2.43
DL027,96.89,135.67,15.65,13.43,29.16,2.05
DL027,123.27,206.56,23.15,16.82,39.97,2.1
DL027,73.67,194.26,12.67,14.45,27.11,1.98
DL027,140.89,224.09,18.81,17.5,36.37,3.22
DL027,186.49,294.92,39.96,19.64,59.46,2.89
DL027,194.81,305.36,45.39,26.47,71.91,3.55
DL027,64.24,127.25,9.18,21.62,30.8,3.15
DL027,66.45,136.58,13.03,25.31,38.33,4.13
DL027,124.99,227.66,55.07,31.32,86.4,4.45
DL027,190.16,281.54,53.37,25.65,78.99,4.27
DL027,196.75,308.05,102.76,34.05,136.8,5.06
DL027,103.72,142.81,8.07,19.47,27.52,3.83
DL027,72.0,117.49,19.08,19.37,38.46,3.5
DL027,77.58,144.24,18.11,22.27,40.38,3.68
DL027,82.12,143.98,15.76,22.85,38.65,3.09
DL027,116.51,187.9,22.79,21.18,44.34,3.67
DL027,110.38,174.34,24.08,22.94,47.01,4.39
DL027,123.89,207.54,43.7,25.06,68.77,3.73
DL027,180.9,317.09,80.24,28.69,108.9,6.3
DL027,129.98,216.99,28.33,24.07,52.41,4.77
DL027,110.1,186.04,20.07,23.83,43.9,4.23
DL027,151.54,244.97,25.48,25.61,51.07,6.15
DL027,130.43,211.53,25.97,24.22,50.25,4.68
DL027,137.29,224.33,17.89,25.87,43.75,4.95
DL027,153.42,252.05,44.66,30.59,75.13,4.93
DL027,156.85,270.4,63.3,32.7,98.16,5.88
DL027,152.78,259.2,35.71,31.19,66.83,5.66
DL027,77.14,152.48,6.91,24.61,31.54,4.9
DL027,62.06,143.7,3.61,20.28,23.88,5.2
DL027,64.68,145.32,10.26,27.29,37.54,5.75
DL027,105.43,193.71,33.01,29.92,62.28,6.23
DL027,145.2,234.93,81.56,42.51,114.57,7.41
DL027,106.91,192.17,33.16,69.63,93.01,6.94
DL027,122.34,229.71,126.14,17.2,15.6,8.59
DL027,89.75,182.06,1.72,21.78,23.47,5.49
DL027,49.26,68.28,1.22,15.36,16.45,5.11
DL027,56.88,95.05,28.94,21.12,42.45,6.67
DL027,99.28,145.19,39.36,21.93,44.33,6.21
DL027,54.86,96.11,14.98,23.47,35.09,6.79
DL027,114.36,148.9,26.21,31.29,57.48,5.86
DL027,124.81,212.75,45.23,29.08,74.12,6.77
DL027,83.46,163.43,8.6,21.21,29.82,6.05
DL027,72.17,149.06,2.02,14.23,16.24,5.73
DL027,50.06,112.33,2.06,14.5,16.56,4.52
DL027,32.38,77.84,13.78,17.6,31.36,5.43
DL027,93.99,195.15,51.94,24.98,76.92,6.22
DL027,68.72,160.55,25.85,21.65,46.17,5.19
DL027,73.57,168.35,13.73,20.73,34.44,7.99
DL027,25.66,59.4,3.12,14.93,18.04,4.26
DL027,13.93,32.24,2.41,13.81,16.19,4.05
DL027,33.38,71.62,6.74,12.84,19.58,3.1
DL027,67.78,133.13,33.89,21.96,55.84,4.52
DL027,47.81,111.05,7.37,17.2,24.58,5.38
DL027,90.04,160.98,9.57,17.44,26.97,7.24
DL027,49.76,104.95,2.79,15.34,18.12,6.32
DL027,57.48,145.97,6.93,16.43,23.35,5.26
DL027,52.72,165.53,16.76,18.91,35.63,15.8
DL027,33.34,66.12,3.68,12.45,16.13,5.51
DL027,48.51,96.76,13.51,12.54,26.07,7.15
DL027,50.93,121.15,13.01,16.74,29.75,7.01
DL027,57.19,124.74,10.28,18.47,28.77,6.93
DL027,50.19,114.95,6.88,17.43,24.33,6.32
DL027,82.58,178.79,19.68,16.6,36.28,9.1
